,Variable,Technology Name,Country Code,Country Name,Metric,Exponential Fit,exponential goodness,Logistic Fit,Logistic Saturation,Logistic Inflection Year,logistic goodness,Gompertz Fit,gompertz goodness,Delta T,Vintage,Number of Points
3397,BCG Vaccine_Share of Population_MH,BCG Vaccine,MHL,Marshall Islands,Share of Population,err,,0.7353796682114603,0.916178562514438,1989.6894473765508,0.6396673002453406,0.6277781255862889,0.6421935239616936,5.975755578557557,1990,32
3398,HEPB3 Vaccine_Share of Population_SG,HEPB3 Vaccine,SGP,Singapore,Share of Population,err,,0.47346229456559,0.9622902942336748,1987.856665324264,0.9121445260291654,0.4345603023967236,0.9064197055826951,9.281518729394119,1990,32
3399,Household Internet Access_Share of Households_CU,Household Internet Access,CUB,Cuba,Share of Market,err,,0.22815476611060784,112.38262832674754,2017.7028274960144,0.9859602558974917,0.056286091352013526,0.9824789555834428,19.260825577240148,1995,27
3400,Household Internet Access_Share of Households_AM,Household Internet Access,ARM,Armenia,Share of Market,0.3356348332756318,-inf,0.4085037918501468,76.55390846380605,2012.1599699582844,0.9932302791453,0.2408320221730921,0.9922770367678638,10.757425615976837,1994,28
3401,Public Roads_Total Length_TR,Public Roads,TUR,Türkiye,Total Length,0.0457274701746615,-1.791837630768829e+52,33.460833107908364,208756.51129828583,1993.0457427140173,0.6595139748251451,18.020882864214915,0.659513972873423,0.13133113394100832,1990,32
3402,Household Internet Access_Share of Households_BJ,Household Internet Access,BEN,Benin,Share of Market,err,,0.26857511035874554,74.50409573448094,2021.7785100667118,0.9906916426887775,0.04303760526235133,0.9901511973925705,16.36208637800656,1996,26
3403,Crop Harvester_Total Number_CSK,Crop Harvester,,Czechoslovakia,Total Number,0.02282166171760609,0.6745535913195897,0.20724513134300637,19955.587256762286,1962.726237759175,0.9157671075953302,0.16171012137971558,0.913231658537897,21.204112859950826,1961,32
3404,HEPB3 Vaccine_Share of Population_KI,HEPB3 Vaccine,KIR,Kiribati,Share of Population,err,,0.9224321511041139,0.8598082339742419,1994.6654754879075,0.6215641838815147,0.26808103976383335,0.5829423003217526,4.763980905709392,1990,32
3405,Household Internet Access_Share of Households_DJ,Household Internet Access,DJI,Djibouti,Share of Market,0.32174473669454945,-inf,0.5529954596034268,71.91633909290795,2015.9032552712858,0.9851309840314522,0.264147938638153,0.9785112761406197,7.946627912322931,1995,27
3406,RCV1 Vaccine_Share of Population_CL,RCV1 Vaccine,CHL,Chile,Share of Population,err,,-0.0012186195524006,55.89172962195288,-1333.302952436344,0.15903687433572755,-0.00014871822144093253,0.15900240756103712,-3606.08784424611,1990,32
3407,Household Internet Access_Share of Households_QA,Household Internet Access,QAT,Qatar,Share of Market,0.2409538152939265,-inf,0.3223743323829158,103.58758151030298,2008.6772512732753,0.9956238772542858,0.1849006806181948,0.9922003515135532,13.63151067949392,1995,27
3408,Crop Harvester_Total Number_AE,Crop Harvester,ARE,United Arab Emirates,Total Number,0.09663652509475286,-3.69431633423689e+142,0.2380657017232089,24.40915726272226,1992.0645137449374,0.9693867377292575,0.08773213285113908,0.9552305571754064,18.458976336632144,1970,32
3409,Household Internet Access_Share of Households_DO,Household Internet Access,DOM,Dominican Republic,Share of Market,0.32716923213937454,-inf,0.23065968509211823,101.28318696826427,2013.7357465387115,0.997081517477734,0.09539656273002586,0.9980170394719714,19.05165678569896,1995,27
3410,Household Internet Access_Share of Households_AO,Household Internet Access,AGO,Angola,Share of Market,err,,0.5340905932828719,32.94847534005137,2013.7998739410434,0.9911652387877022,0.33180869263234103,0.9910888581565624,8.227909665402017,1996,26
3411,Radio_Total Number_GQ,Radio,GNQ,Equatorial Guinea,Total Number,0.0322106075706861,-7.366819517162095e+28,0.054889909759451336,393.9933141457978,1999.8686363086713,0.9802140333560114,0.014225002677272022,0.979027093800581,80.05932554691023,1968,32
3412,Biofuels Production_Annual Production_ID,All Biofuels,IDN,Indonesia,Annual Production,err,,0.2660869178641115,709.8090760081462,2021.629635403663,0.9333747754585505,0.05161844848323553,0.9333228087740989,16.515089091740503,2005,17
3413,Biofuels Production_Annual Production_KR,All Biofuels,KOR,South Korea,Annual Production,err,,0.2296650981550079,38.445063934261725,2014.8871736832202,0.9318326556012391,0.1161718963435596,0.9433663490488019,19.13416182944129,2002,20
3414,Household Internet Access_Share of Households_BS,Household Internet Access,BHS,"Bahamas, The",Share of Market,0.17643098168028978,-2.358963411773741e+284,0.2563579993464348,98.42466304052527,2009.8304375095236,0.9807512384936312,0.1228489591403711,0.9763752517382723,17.141845254978403,1995,27
3415,Household Internet Access_Share of Households_BF,Household Internet Access,BFA,Burkina Faso,Share of Market,err,,0.20652945609612275,2750202.165415921,2078.606518717109,0.9557209881235069,err,0.9763752517382723,21.27759031441587,1996,26
3416,Household Internet Access_Share of Households_BH,Household Internet Access,BHR,Bahrain,Share of Market,0.21791891918393408,-inf,0.3284163488225179,103.93853864601674,2008.4450462747911,0.9877949186168704,0.18069568653954077,0.9792817211757926,13.38072593044775,1995,27
3417,Household Internet Access_Share of Households_CL,Household Internet Access,CHL,Chile,Share of Market,0.2693468634345102,-inf,0.19002862713883067,103.28615861012399,2010.591729912007,0.9797089823128253,0.0896739999191657,0.9835800725747255,23.125195507842893,1992,30
3418,Television_Total Number_TW,Television,TWN,Taiwan,Total Number,0.06029059096316029,-2.1994372716353312e+79,0.27567103329659653,8676271.225249305,1981.8472771938602,0.822141519401278,-31.34551069911589,0.03247219193630124,15.940917339488543,1968,32
3419,Household Internet Access_Share of Households_SN,Household Internet Access,SEN,Senegal,Share of Market,err,,0.17012703480137376,507354.5994043158,2074.4927109511223,0.9928713173890731,err,0.03247219193630124,25.830398794659732,1995,27
3420,Beer_Annual Production_MW,Beer Production,MWI,Malawi,Annual Production,0.06311664036527835,-2.995790655748456e+82,0.39627311124526005,699.5264812003041,1974.089798719837,0.6293944822353021,0.28736613535991556,0.6238389685465021,11.089445712991214,1970,32
3421,Passenger Vehicles_Total Number_RW,Passenger Cars,RWA,Rwanda,Cumulative Calculation,0.11809318536049629,-4.385519558892418e+176,0.09744423929594695,248802.16302235943,1989.0390286539343,0.9935116078752971,0.027292609588816526,0.9946601514485649,45.09706460251694,1955,38
3422,Household Internet Access_Share of Households_PG,Household Internet Access,PNG,Papua New Guinea,Share of Market,err,,0.24218785089366943,384518.91427807976,2059.6717172866224,0.9917004180935736,err,0.9946601514485649,18.14479602695589,1996,25
3423,HEPB3 Vaccine_Share of Population_MN,HEPB3 Vaccine,MNG,Mongolia,Share of Population,0.055450171158332597,-8.498939918491164e+69,0.7637381165547178,0.969088730789538,1992.3196634482929,0.959355519742106,0.5898342251954743,0.9687749441648952,5.753869106986754,1991,31
3424,Household Internet Access_Share of Households_PR,Household Internet Access,PRI,Puerto Rico,Share of Market,0.29787662795475695,-inf,0.24794863488276703,82.9141891077038,2008.6683197835398,0.9773340350383807,0.12365539223102623,0.9767790118606797,17.723223831218853,1994,27
3425,Public Roads_Total Length_NL,Public Roads,NLD,Netherlands,Total Length,err,,0.05054802992835877,94342.22601575489,1973.5555264146942,0.9598919162656188,0.03832934001048243,0.9582456872781799,86.936111276753,1979,31
3426,MCV1 Vaccine_Share of Population_NA,MCV1 Vaccine,NAM,Namibia,Share of Population,err,,0.009285431539378643,6497.920459990912,2985.3724922440183,0.5361439307038871,err,0.9582456872781799,473.2627811681119,1991,31
3427,Household Internet Access_Share of Households_SC,Household Internet Access,SYC,Seychelles,Share of Market,0.19321046785768006,-inf,0.17273216990528178,89.24309897453034,2011.080798053652,0.9631147380935412,0.09086451483062266,0.9737479921005787,25.440826437149195,1996,25
3428,Household Internet Access_Share of Households_TD,Household Internet Access,TCD,Chad,Share of Market,err,,0.23492498210565582,2959803.4143331456,2072.5408926491555,0.9783749072319455,err,0.9737479921005787,18.705754983078247,1997,25
3429,Phosphate Fertilizer_Annual Production_YU,Phosphate Fertilizer,,Yugoslavia,Annual Production,0.038859750708469955,-6.741761402553514e+39,0.14587524452885323,337252.09077510994,1966.92574977861,0.771593274074718,0.10745927583612068,0.7705511115601535,30.12470806040873,1961,31
3430,Household Internet Access_Share of Households_SB,Household Internet Access,SLB,Solomon Islands,Share of Market,0.28004591868730233,-inf,0.2134001078267576,4060.617461085845,2042.7266035847497,0.9739580182598001,err,0.7705511115601535,20.592534837142345,1995,26
3431,RCV1 Vaccine_Share of Population_VC,RCV1 Vaccine,VCT,Saint Vincent and the Grenadines,Share of Population,err,,0.0003636913825649734,22.077525349267844,10444.528082865834,0.01563596678299528,9.372488985508271e-05,0.01561576565214473,12082.907006704707,1991,31
3432,HEPB3 Vaccine_Share of Population_IT,HEPB3 Vaccine,ITA,Italy,Share of Population,err,,-0.2192421030619648,0.9544408183903725,2039.2519720624791,0.20794815618468776,0.37573776126569125,0.0040864141119897335,-20.043819564303433,1991,31
3433,HIB3 Vaccine_Share of Population_IS,HIB3 Vaccine,ISL,Iceland,Share of Population,-0.01846167639341609,2.220446049250313e-16,-0.017300743760376703,1.177646281606108,2090.129898545405,0.6722916924052613,0.5153014310116153,-4.440892098500626e-16,-254.003481904454,1991,31
3434,Nitrogen Fertilizer_Annual Production_YU,Nitrogen Fertilizer,,Yugoslavia,Annual Production,0.12039728097287881,-1.4130705643025416e+183,0.23943994399384255,511344.5722461067,1970.9464048989378,0.9180658019548664,0.15355211502044508,0.9270879922302162,18.353032837267314,1961,31
3435,Household Internet Access_Share of Households_SL,Household Internet Access,SLE,Sierra Leone,Share of Market,err,,0.572375638071712,19.488560344145558,2015.6233946465916,0.9944111959318841,0.2791429414716594,0.9929217624422536,7.677561486503843,1996,25
3436,Nitrogen Fertilizer_Annual Production_SU,Nitrogen Fertilizer,RUS,USSR,Annual Production,0.07793592794761837,-7.386644999610314e+109,0.16437366598967607,15453142.294896824,1974.4188159208006,0.965069558309069,0.09393394589782648,0.9635875459866676,26.734508403240483,1961,31
3437,Public Roads_Total Length_MK,Public Roads,MKD,North Macedonia,Total Length,err,,0.10215274496279866,9470.927814882825,1987.18118695064,0.9146991619431841,0.08024745524715096,0.9100410606115711,43.01841478927249,1990,31
3438,RCV1 Vaccine_Share of Population_SA,RCV1 Vaccine,SAU,Saudi Arabia,Share of Population,err,,0.08195706044405524,0.9857494730611608,1961.2129575555934,0.6517123240662025,0.07868673001727901,0.6507662044529461,53.61892106503914,1991,31
3439,MCV1 Vaccine_Share of Population_SM,MCV1 Vaccine,SMR,San Marino,Share of Population,-0.06085156020429929,1.1102230246251565e-16,err,0.9857494730611608,err,,err,0.6507662044529461,err,1991,31
3440,Household Internet Access_Share of Households_RW,Household Internet Access,RWA,Rwanda,Share of Market,err,,0.18655766517721228,74.70118073402276,2023.556088725531,0.981217108211298,0.0402901072279256,0.9839293589901441,23.555446786376343,1996,25
3441,POL3 Vaccine_Share of Population_CA,POL3 Vaccine,CAN,Canada,Share of Population,err,,0.11308557973469946,0.9203757057880763,1963.5562293735256,0.38911639585697144,0.110664225702035,0.38881177716134796,38.85950060990876,1987,31
3442,Household Internet Access_Share of Households_TT,Household Internet Access,TTO,Trinidad and Tobago,Share of Market,0.2389869163123865,-inf,0.21936191154448687,83.37136248254117,2008.5120283064778,0.9845707950475455,0.11777341756410602,0.9896310220522456,20.03287226908232,1995,26
3443,DTP3 Vaccine_Share of Population_NA,DTP3 Vaccine,NAM,Namibia,Share of Population,err,,0.03459280118340052,1.1106585376761513,1976.4160789560642,0.8220492602443126,0.024767206845356163,0.8218234514149202,127.03363140135443,1991,31
3444,HEPB3 Vaccine_Share of Population_GR,HEPB3 Vaccine,GRC,Greece,Share of Population,0.07539210327116722,-2.253349507541012e+106,1.1939057914659275,0.9481274807136384,1997.0936899550575,0.9851269695456021,0.8759972742234289,0.9841983421346219,3.680733593960333,1991,31
3445,Phosphate Fertilizer_Annual Production_SU,Phosphate Fertilizer,RUS,USSR,Annual Production,0.05988181024364176,-2.835547631219117e+76,0.12014305837505905,10292325.482114581,1975.8232268181448,0.9738607850619074,0.06350254368616128,0.9746718873992626,36.576804470500306,1961,31
3446,Potash Fertilizer_Annual Production_SU,Potash Fertilizer,RUS,USSR,Annual Production,0.06636618342925825,-2.2953073169571358e+88,0.20952707745246457,10153775.379444864,1971.3636129173647,0.9509152578058689,0.12906549659405434,0.947574480352933,20.973180211848316,1961,31
3447,HIB3 Vaccine_Share of Population_DE,HIB3 Vaccine,DEU,Germany,Share of Population,err,,0.5054560128510095,0.9220899127901642,1989.5790749756998,0.9408202816809261,0.4647235108251159,0.9429924891349902,8.694028843154284,1991,31
3448,HEPB3 Vaccine_Share of Population_NR,HEPB3 Vaccine,NRU,Nauru,Share of Population,err,,0.010367166514583696,108.64089754312373,2473.8998580295806,0.23694292356389657,err,0.9429924891349902,423.8814094951288,1991,31
3449,HEPB3 Vaccine_Share of Population_CY,HEPB3 Vaccine,CYP,Cyprus,Share of Population,0.051585417123694965,-7.632717930215517e+63,0.6535500449506115,0.9361531042654453,1993.3258713750688,0.9735197396794024,0.45537507211087014,0.9691913568562243,6.7239673359742875,1991,31
3450,Television_Total Number_TZ,Television,TZA,Tanzania,Total Number,0.11016845004540722,-3.4119920421257576e+166,0.2501777182358664,156667.42561506625,1995.0258545786235,0.985351271185149,0.08443320379479972,0.9816175271332106,17.565309915127507,1969,31
3451,HEPB3 Vaccine_Share of Population_OM,HEPB3 Vaccine,OMN,Oman,Share of Population,err,,13.491544220379167,0.9880000022172754,1990.7795172696256,0.6736841257853641,13.421829098014847,0.6736841219534486,0.3257187674658148,1991,31
3452,Household Internet Access_Share of Households_GY,Household Internet Access,GUY,Guyana,Share of Market,0.2864213260644812,-inf,0.14849236076139902,858.0137104748947,2035.5655150941398,0.9450733145493914,0.017650017204959182,0.9463022472981157,29.593772582911132,1996,25
3453,HIB3 Vaccine_Share of Population_SE,HIB3 Vaccine,SWE,Sweden,Share of Population,0.019254474582501832,0.06873552873964106,2.231306255665414,0.9812304751654009,1990.8923167506166,0.9916511194609344,1.98954690350494,0.9911382613518102,1.969451366666804,1991,31
3454,HEPB3 Vaccine_Share of Population_PW,HEPB3 Vaccine,PLW,Palau,Share of Population,8.627143897812981e-05,0.045158872177544884,0.3713657837687622,0.9417933384901542,1985.868637735913,0.12140020786763184,0.3571746523064537,0.12011705365828784,11.83320959210589,1991,31
3455,HEPB3 Vaccine_Share of Population_VU,HEPB3 Vaccine,VUT,Vanuatu,Share of Population,err,,0.0067828707340357244,933.8426022357562,3062.4533747004234,0.2001293028607214,err,0.12011705365828784,647.8745249591092,1991,31
3456,RCV1 Vaccine_Share of Population_DE,RCV1 Vaccine,DEU,Germany,Share of Population,err,,0.31676427678200664,0.9651017169420016,1987.0056071222182,0.8974943749094205,0.29577958709893215,0.9008612628258937,13.872931630155525,1991,31
3457,Household Internet Access_Share of Households_GW,Household Internet Access,GNB,Guinea-Bissau,Share of Market,0.31962114745930137,-inf,0.2726230146884978,200.24543518342264,2026.6565672702563,0.9807207526349396,err,0.9008612628258937,16.119142251044313,1997,25
3458,Household Internet Access_Share of Households_PK,Household Internet Access,PAK,Pakistan,Share of Market,err,,0.11290359401611973,74.19783722109361,2029.6778064575226,0.9525365821761483,0.02769397493968884,0.9560708168094961,38.922137005178286,1995,26
3459,Household Internet Access_Share of Households_FM,Household Internet Access,FSM,"Micronesia, Fed. Sts.",Share of Market,0.1991626436168107,-inf,0.20503484085641796,46.60860445691344,2011.2706368869954,0.9922135815002541,0.09418199986198185,0.992820552376677,21.43269473771918,1996,25
3460,HEPB3 Vaccine_Share of Population_PL,HEPB3 Vaccine,POL,Poland,Share of Population,0.14999365510769808,-2.315767782001239e+238,1.9467245144740903,0.9633263188197388,1995.7125644614143,0.9910011302655072,1.3792109724982835,0.9879353814187417,2.2573554306216788,1991,31
3461,Postal Traffic_Total Number_CM,Postal Traffic,CMR,Cameroon,Cumulative Calculation,0.10082049222674405,-2.495414321369427e+147,0.09797991539820765,28338953.690218486,2087.08025442781,0.9618183273854147,err,0.9879353814187417,44.850509788793175,1906,67
3462,Postal Traffic_Total Number_SD,Postal Traffic,SDN,Sudan,Cumulative Calculation,0.12437860577903363,-4.358689450326498e+184,0.17451911572564896,427.47665754315784,1927.9734348955722,0.9980494948918335,0.08829803467897017,0.9947616637646812,25.18033131442569,1909,36
3463,HEPB3 Vaccine_Share of Population_NU,HEPB3 Vaccine,NIU,Niue,Share of Population,err,,0.0005422531218753829,17.23179190272947,7181.94682950505,0.025482170098074408,9.239267024477706e-05,0.025470313981691972,8104.05505730282,1991,31
3464,POL3 Vaccine_Share of Population_NA,POL3 Vaccine,NAM,Namibia,Share of Population,err,,0.02498443868756631,1.15945294495236,1972.276925926625,0.6948132716641895,0.017026420980485856,0.6946870568251938,175.88744776801286,1991,31
3465,Steamships_Total Number_CA,Steamships,CAN,Canada,Total Number,0.04455250237525049,-5.455048751914863e+46,0.09010830677515981,5567.086229590074,1905.267160836182,0.9851138030189445,0.03789616266543878,0.9763650237176583,48.76852436743222,1867,31
3466,BCG Vaccine_Share of Population_NA,BCG Vaccine,NAM,Namibia,Share of Population,err,,0.0047049265545374835,1276.7823449971668,3550.404622624881,0.20126840529647327,err,0.9763650237176583,934.010149517506,1991,31
3467,HEPB3 Vaccine_Share of Population_QA,HEPB3 Vaccine,QAT,Qatar,Share of Population,err,,0.12420080919308835,0.965059929811315,1972.8830265298618,0.4605956811833831,0.12014875289714387,0.46021022655876187,35.381807761337726,1991,31
3468,Beer_Annual Production_PH,Beer Production,PHL,Philippines,Annual Production,0.03367387728406566,-4.414540683908183e+31,0.18987145555094506,10129.390019060325,1974.2373588352002,0.6418000437207168,0.08836825450521822,0.6331010391567702,23.144338057140715,1948,31
3469,DTP1 Vaccine_Share of Population_NA,DTP1 Vaccine,NAM,Namibia,Share of Population,err,,0.0024985671480999548,825.8781138218425,4734.9488198404415,0.3743811948902698,err,0.6331010391567702,1758.7876947850752,1991,31
3470,Motorcycles_Cumulative Number of Units_MK,Motorcycles,MKD,North Macedonia,Cumulative Number of Units,0.07211430832459226,-6.329938602696417e+100,0.07212820597983141,219853220.445933,2153.1460785100694,0.9252657889520179,err,0.6331010391567702,60.92552968669734,1990,31
3471,Radio_Total Number_BI,Radio,BDI,Burundi,Total Number,0.06875448037634688,-1.1572618287941877e+94,0.10997950174641219,642.3401858628282,1989.9063663103495,0.9950686632644559,0.04147801847551681,0.9939865536185094,39.95698366414719,1969,31
3472,RCV1 Vaccine_Share of Population_BS,RCV1 Vaccine,BHS,Bahamas,Share of Population,-0.03744253097023244,-2.220446049250313e-16,-0.44306667031576935,0.9141879049932681,2025.8380908025697,0.35031004901168117,-0.43226396288381835,0.34959859449415254,-9.918257113631585,1991,31
3473,Household Internet Access_Share of Households_CV,Household Internet Access,CPV,Cabo Verde,Share of Market,0.23617435735036135,-inf,0.2744514555026633,73.50426302448726,2012.7935904741485,0.9890792346024238,0.13479645072771296,0.9912779093905792,16.011753869637595,1997,25
3474,HEPB3 Vaccine_Share of Population_SM,HEPB3 Vaccine,SMR,San Marino,Share of Population,-15.51611259096222,2.220446049250313e-16,-0.013211921408714019,1.7393719277995365,2014.6847132231005,0.777913809100241,-0.0059981101158612694,0.7777006045528356,-332.6124201566964,1991,31
3475,Household Internet Access_Share of Households_BD,Household Internet Access,BGD,Bangladesh,Share of Market,err,,0.28567396948097196,66.59128946329395,2019.98267846782,0.9958466187161461,0.06976437009407777,0.9963659234926013,15.382742651199596,1997,25
3476,Television_Total Number_BO,Television,BOL,Bolivia,Total Number,0.1875553804837199,-inf,0.21488289966159055,1008908.5055211612,1986.0146828408438,0.9900172641536634,0.11516441284225808,0.9937009454872411,20.45043678018614,1970,31
3477,Household Internet Access_Share of Households_CM,Household Internet Access,CMR,Cameroon,Share of Market,err,,0.28340173368022714,79.9145064106771,2019.6423215401296,0.9925478932907253,0.06888864561743892,0.9917052667431532,15.506077177463077,1997,25
3478,Household Internet Access_Share of Households_HT,Household Internet Access,HTI,Haiti,Share of Market,0.3422841972880063,-inf,0.18316056736379802,106.65860396125206,2023.5980498783968,0.9675181789512886,0.02136615077528664,0.9663695810411876,23.992332071914127,1996,25
3479,Telephones_Total Number_MN,Telephones,MNG,Mongolia,Total Number,0.06938857685668269,-1.0155799606744342e+96,0.05789408645190448,13491632012.369444,2201.928541939819,0.9866512708997404,err,0.9663695810411876,75.90497447996054,1960,31
3480,Household Internet Access_Share of Households_MR,Household Internet Access,MRT,Mauritania,Share of Market,err,,0.35686912568686413,94.21610946832212,2019.4757538678978,0.9952034127536321,0.0973684974164866,0.9944509345549475,12.313895594679046,1997,25
3481,Household Internet Access_Share of Households_MW,Household Internet Access,MWI,Malawi,Share of Market,err,,0.2454387478967801,4700723.775937614,2070.7760280378193,0.9706575571898366,err,0.9944509345549475,17.904463709701353,1997,25
3482,Objects Launched Into Space_Total Number_IT,Objects Launched Into Space,ITA,Italy,Cumulative Calculation,0.058926322288366036,-5.062310068154927e+76,0.05729200255231022,9159022.047565078,2232.206461603754,0.9896722801624956,err,0.9944509345549475,76.70266283082191,1964,59
3483,Household Internet Access_Share of Households_WS,Household Internet Access,WSM,Samoa,Share of Market,0.2543863783187411,-inf,0.26282108452454617,168.4371585121496,2021.4115444383178,0.9978928951369732,0.039965663976061154,0.9964550303485074,16.720306754011663,1997,25
3484,Household Internet Access_Share of Households_KN,Household Internet Access,KNA,St. Kitts and Nevis,Share of Market,0.1483945317211669,-1.4049464705230413e+232,0.30818376725088487,79.89276267714064,2006.4480049964477,0.9901906418915498,0.1876233807094978,0.9935229802501452,14.259184362215372,1996,25
3485,HIB3 Vaccine_Share of Population_SM,HIB3 Vaccine,SMR,San Marino,Share of Population,err,,0.431945400688649,0.8954140039787369,1989.1621713888123,0.7100069112061984,0.3992070504720344,0.7025517839344868,10.173621822726632,1991,31
3486,Household Internet Access_Share of Households_NE,Household Internet Access,NER,Niger,Share of Market,err,,0.7258683688186487,24.82948779637916,2017.7904956549758,0.993104380994172,0.3982169091408823,0.9915930231548881,6.054057930399155,1996,25
3487,Telephones_Total Number_ZM,Telephones,ZMB,Zambia,Total Number,0.07527057409883199,-1.963014468315221e+103,0.1254424317893313,79338.56976857231,1966.9806912262027,0.9301382214685585,0.0752957727845039,0.9422885505714056,35.031600487883566,1951,31
3488,DTP1 Vaccine_Share of Population_KG,DTP1 Vaccine,KGZ,Kyrgyzstan,Share of Population,-4.584737277080851e-05,0.0002778227330902938,0.4735100976371312,0.9729980475144168,1986.809824824195,0.23473640787808914,0.4626028230630471,0.23298459364641766,9.280581716422176,1992,30
3489,DTP3 Vaccine_Share of Population_UA,DTP3 Vaccine,UKR,Ukraine,Share of Population,-0.02678593897009559,-2.220446049250313e-16,-0.06987989728215248,1.237951920155384,2015.7155028675654,0.4199466774209758,-0.03639240253436941,0.4137553319476639,-62.88574147338928,1992,30
3490,DTP1 Vaccine_Share of Population_UZ,DTP1 Vaccine,UZB,Uzbekistan,Share of Population,err,,0.3211513279587327,0.9882226214152053,1985.656776946769,0.5470995605265414,0.30788940976572476,0.5435309953492378,13.683422026008614,1992,30
3491,POL3 Vaccine_Share of Population_UA,POL3 Vaccine,UKR,Ukraine,Share of Population,-0.1227685377961695,2.220446049250313e-16,-0.05686068358574275,1.2308888077810016,2019.8956188798559,0.4904140970712214,-0.032513858387862575,0.48567332665996477,-77.28449391653645,1992,30
3492,DTP1 Vaccine_Share of Population_LV,DTP1 Vaccine,LVA,Latvia,Share of Population,err,,-0.0007293413466855753,5.058467712522521,43.28513468522901,0.06527641701797826,-0.00031602849254520513,0.06526828403464158,-6025.229715335088,1992,30
3493,MCV1 Vaccine_Share of Population_GE,MCV1 Vaccine,GEO,Georgia,Share of Population,0.05955934298546432,-7.189831692400903e+77,0.22014934628159802,0.9461630928230031,1993.061290427571,0.8302176137919659,0.19072407024485655,0.8388645328113955,19.961218277029992,1992,30
3494,DTP1 Vaccine_Share of Population_UA,DTP1 Vaccine,UKR,Ukraine,Share of Population,err,,-0.013930457552786097,625.6749151714204,1532.9218340616426,0.3388047750687342,err,0.8388645328113955,-315.4561964688337,1992,30
3495,DTP1 Vaccine_Share of Population_TM,DTP1 Vaccine,TKM,Turkmenistan,Share of Population,err,,0.34600395597747885,0.9862055012510216,1984.3055774990448,0.6237813047649837,0.3365840954229236,0.6232491014825816,12.700574888682691,1992,30
3496,MCV1 Vaccine_Share of Population_KZ,MCV1 Vaccine,KAZ,Kazakhstan,Share of Population,err,,0.38735341797506834,0.9833383442922973,1986.4180538407657,0.6827176504837584,0.37550717417466417,0.6817235457425954,11.3448054173496,1992,30
3497,Synthetic Filaments_Annual Production_ZA,Synthetic Filaments,ZAF,South Africa,Annual Production,0.1566653364919822,-7.423656001107997e+246,0.19133661421569667,102.85811357566227,1979.2852599793064,0.9806230485925039,0.09836614180642253,0.9781671349748754,22.967110464903023,1964,30
3498,Public Roads_Total Length_AT,Public Roads,AUT,Austria,Total Length,err,,err,102.85811357566227,err,,err,0.9781671349748754,err,1993,30
3499,MCV1 Vaccine_Share of Population_KG,MCV1 Vaccine,KGZ,Kyrgyzstan,Share of Population,0.00011725244850906044,1.65385804432594e-05,0.3950323919946775,0.9754162304585775,1985.0154866317378,0.2542753424828641,0.38889615799366906,0.25300732988928043,11.124275486582498,1992,30
3500,DTP1 Vaccine_Share of Population_LT,DTP1 Vaccine,LTU,Lithuania,Share of Population,2.777030120782796e-05,0.0017495271687693048,0.0003525767802998347,1.3191177456245866,-833.1973142276939,0.0017861464361665913,0.00010963362630236426,0.0017611511940018865,12463.80760223449,1992,30
3501,MCV1 Vaccine_Share of Population_LV,MCV1 Vaccine,LVA,Latvia,Share of Population,err,,0.2661584562436129,0.9639658107313258,1984.638884509828,0.33893745422459765,0.25335550150107045,0.3353644359202673,16.510650146881794,1992,30
3502,DTP1 Vaccine_Share of Population_TJ,DTP1 Vaccine,TJK,Tajikistan,Share of Population,err,,0.0191738869280704,1.2911522811089968,1957.8561945168788,0.7439911806591574,0.012999833131923067,0.7437087547448846,229.1892703424158,1992,30
3503,BCG Vaccine_Share of Population_KG,BCG Vaccine,KGZ,Kyrgyzstan,Share of Population,6.381894017640311e-05,0.00027060014514546094,0.29800532309878514,0.9756697730690493,1978.1281962945097,0.08370883392957085,0.2969077389609984,0.08360426767866302,14.7462102655654,1992,30
3504,DTP3 Vaccine_Share of Population_TM,DTP3 Vaccine,TKM,Turkmenistan,Share of Population,err,,0.4663884258735712,0.9733320019844761,1988.990166267811,0.5635271020105744,0.43153128228783233,0.559625563229956,9.42229461728471,1992,30
3505,DTP3 Vaccine_Share of Population_HR,DTP3 Vaccine,HRV,Croatia,Share of Population,err,,0.32208158537445464,0.9488060438907902,1986.1642099032163,0.8538931108592552,0.3112628527766137,0.8527803198291605,13.643900658162178,1992,30
3506,Household Internet Access_Share of Households_BZ,Household Internet Access,BLZ,Belize,Share of Market,0.2776671389465793,-inf,0.16834582979175217,76.66603684299793,2013.4748293916252,0.9753410466860736,0.07454802326856112,0.9824047150582518,26.103700698190615,1995,25
3507,POL3 Vaccine_Share of Population_RS,POL3 Vaccine,SRB,Serbia,Share of Population,err,,0.33468812950306887,0.9462733526611268,1986.5265235498262,0.6538700507999008,0.3206295908907789,0.6517770865674126,13.129982115580663,1992,30
3508,BCG Vaccine_Share of Population_TJ,BCG Vaccine,TJK,Tajikistan,Share of Population,err,,0.583954660306342,0.9612433577152,1989.1994563386536,0.25481828671284934,0.5524376208764903,0.25120476770830125,7.5253259428859005,1992,30
3509,POL3 Vaccine_Share of Population_SI,POL3 Vaccine,SVN,Slovenia,Share of Population,-0.09963617572489215,3.3306690738754696e-16,0.7679611459080506,0.9483333333333334,1928.3019835400369,3.3306690738754696e-16,0.5680956119868026,-3.126388037344441e-13,5.722228498261283,1992,30
